text,category,clean_text,label
Reactor vessel jacket pressure transmitter calibration drifted out of spec by 15 psi.,sensor_malfunction,reactor vessel jacket pressure transmitter calibration drifted out of spec by 15 psi,5
"Centrifugal pump #1 outboard bearing smoking, heavy vibration and high thermal readings.",overheating,centrifugal pump 1 outboard bearing smoking heavy vibration and high thermal readings,4
"Submersible sump pump running dry, housing extremely hot.",overheating,submersible sump pump running dry housing extremely hot,4
Draft fan motor on boiler #1 tripping breaker on thermal overload after 20 mins run time.,overheating,draft fan motor on boiler 1 tripping breaker on thermal overload after 20 mins run time,4
Conveyor roller bearings seized due to rust intrusion from washdown cycle exposure.,corrosion,conveyor roller bearings seized due to rust intrusion from washdown cycle exposure,1
"Mixer agitator gearbox bearing failure, metal shavings found in drain oil sample.",bearing_failure,mixer agitator gearbox bearing failure metal shavings found in drain oil sample,0
"Hydraulic unit #4 main breaker trips under heavy load, fuses check ok.",electrical_fault,hydraulic unit 4 main breaker trips under heavy load fuses check ok,2
"Cooling fan on air compressor failed, unit shut down on high oil temp.",overheating,cooling fan on air compressor failed unit shut down on high oil temp,4
Flange leakage on Acid Transfer Line V-50 due to gasket degradation accelerated by chemical corrosion.,corrosion,flange leakage on acid transfer line v-50 due to gasket degradation accelerated by chemical corrosion,1
"Emergency generator exhaust manifold flanged connection rusted through, leaking hot combustion gases.",corrosion,emergency generator exhaust manifold flanged connection rusted through leaking hot combustion gases,1
"Conveyor belt speed sensor lost signal, causing intermittent zero-speed faults on line 4.",sensor_malfunction,conveyor belt speed sensor lost signal causing intermittent zero-speed faults on line 4,5
Severe galvanic corrosion between aluminum instrument enclosure and galvanized mounting bracket on roof rack.,corrosion,severe galvanic corrosion between aluminum instrument enclosure and galvanized mounting bracket on roof rack,1
"Diesel generator fuel lift pump diaphragm cracked from hardening, unit won't prime.",wear_and_tear,diesel generator fuel lift pump diaphragm cracked from hardening unit won t prime,7
Line 6 palletizer hoist motor excessively hot after continuous cycle.,overheating,line 6 palletizer hoist motor excessively hot after continuous cycle,4
"Hydraulic unit 5 solenoid valve coil burned open, machine halted mid-cycle with error code E-14.",electrical_fault,hydraulic unit 5 solenoid valve coil burned open machine halted mid-cycle with error code e-14,2
Mixer 2 agitator current sensor giving false overload warnings.,sensor_malfunction,mixer 2 agitator current sensor giving false overload warnings,5
Gearbox on exhaust fan B emitting burning smell; oil level verified low.,overheating,gearbox on exhaust fan b emitting burning smell oil level verified low,4
Slurry pump throat bushing deeply grooved by abrasive media flow.,wear_and_tear,slurry pump throat bushing deeply grooved by abrasive media flow,7
"Pinhole in braided steel line supplying hydraulic shear, spraying oil.",hydraulic_leak,pinhole in braided steel line supplying hydraulic shear spraying oil,3
"Boiler blowdown valve seat eroded by steam cutting, refusing to seat tight.",wear_and_tear,boiler blowdown valve seat eroded by steam cutting refusing to seat tight,7
Drive coupling guard rusted to frame on conveyor 7; had to be cut off for maintenance access.,corrosion,drive coupling guard rusted to frame on conveyor 7 had to be cut off for maintenance access,1
"Crusher feed conveyor tail bearing seized and smoking, roller destroyed.",bearing_failure,crusher feed conveyor tail bearing seized and smoking roller destroyed,0
Dust collector rotary valve flexible inlet sleeve torn from dry rot.,wear_and_tear,dust collector rotary valve flexible inlet sleeve torn from dry rot,7
Compressor B PLC memory fault error code E-402 displayed on rack 2.,software_control_fault,compressor b plc memory fault error code e-402 displayed on rack 2,6
"Bale press main cylinder bottom seal blown out, massive fluid loss on deck.",hydraulic_leak,bale press main cylinder bottom seal blown out massive fluid loss on deck,3
Conveying line blower motor NDE bearing rattling and overheating.,bearing_failure,conveying line blower motor nde bearing rattling and overheating,0
"Cooling tower fan 1 VFD lost analog speed reference from SCADA, defaulting to minimum Hz.",software_control_fault,cooling tower fan 1 vfd lost analog speed reference from scada defaulting to minimum hz,6
Main incoming breaker trip log shows ghost command generated from the SCADA supervisory system.,software_control_fault,main incoming breaker trip log shows ghost command generated from the scada supervisory system,6
Scrubber recirculation pump bearing housing hot to the touch,bearing_failure,scrubber recirculation pump bearing housing hot to the touch,0
"Cooling water pump drive end bearing seized, motor failed to start and tripped breaker.",bearing_failure,cooling water pump drive end bearing seized motor failed to start and tripped breaker,0
"Seep at steering cylinder gland seal on forklift #8, top off daily required.",hydraulic_leak,seep at steering cylinder gland seal on forklift 8 top off daily required,3
Retract port fitting on hydraulic press cylinder weeping during high tonnage.,hydraulic_leak,retract port fitting on hydraulic press cylinder weeping during high tonnage,3
Main assembly line PLC power supply unit blown fuse due to internal short.,electrical_fault,main assembly line plc power supply unit blown fuse due to internal short,2
Exhaust fan #3 motor bearing grinding loudly upon startup.,bearing_failure,exhaust fan 3 motor bearing grinding loudly upon startup,0
"Packaging line indexer gearbox thermal fault tripped, lube oil level low and degraded.",overheating,packaging line indexer gearbox thermal fault tripped lube oil level low and degraded,4
"Magmeter on chemical dosing line intermittent dropouts, erratic flow totalizer readings.",sensor_malfunction,magmeter on chemical dosing line intermittent dropouts erratic flow totalizer readings,5
Motor winding temp on Main Exhaust Fan 2 tripped high-temp cutout at 105C.,overheating,motor winding temp on main exhaust fan 2 tripped high-temp cutout at 105c,4
Centrifugal pump 3 flow rate interlock failing to reset in PLC despite verified flow switch status.,software_control_fault,centrifugal pump 3 flow rate interlock failing to reset in plc despite verified flow switch status,6
Rust flaking off overhead structural supports above mixing tank 1.,corrosion,rust flaking off overhead structural supports above mixing tank 1,1
"SCADA trending log stopped updating for reactor temp sensor 4, historical data lost.",software_control_fault,scada trending log stopped updating for reactor temp sensor 4 historical data lost,6
Mixer gear reducer intermediate shaft bearing pitted and flaking metal into the oil sump.,bearing_failure,mixer gear reducer intermediate shaft bearing pitted and flaking metal into the oil sump,0
Minor seep observed at manifold block test port coupling on press line 4.,hydraulic_leak,minor seep observed at manifold block test port coupling on press line 4,3
"Screw conveyor flighting worn down on outer diameter, leaving product behind in trough.",wear_and_tear,screw conveyor flighting worn down on outer diameter leaving product behind in trough,7
Corrosion pitting found on the boiler feed pump suction bell during internal inspection.,corrosion,corrosion pitting found on the boiler feed pump suction bell during internal inspection,1
"Extensive scale build-up inside plate heat exchanger PHE-02, causing high pressure drop across the secondary loop.",corrosion,extensive scale build-up inside plate heat exchanger phe-02 causing high pressure drop across the secondary loop,1
Blown control transformer fuse on hydraulic press panel; shorted limit switch cable found.,electrical_fault,blown control transformer fuse on hydraulic press panel shorted limit switch cable found,2
"Vacuum pump drive end bearing failure, seized solid during afternoon shift cycle.",bearing_failure,vacuum pump drive end bearing failure seized solid during afternoon shift cycle,0
"Main air compressor star-delta starter failed to transition to delta, tripping main breaker after 5 seconds.",electrical_fault,main air compressor star-delta starter failed to transition to delta tripping main breaker after 5 seconds,2
